DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Victim_id,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,Location_id
201106089,2/16/2020 0:00,2/16/2020 0:00,915,11,Northeast,1107,2,624,BATTERY - SIMPLE ASSAULT,0555 0400 0416 0419 0913,608,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,6000    CRESTWOOD                    WY,,34.1307,-118.1907,608
200105244,1/18/2020 0:00,1/16/2020 0:00,1700,1,Central,111,1,510,VEHICLE - STOLEN,,609,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,800 N  BROADWAY,,34.0623,-118.2383,609
222013040,8/6/2022 0:00,6/4/2020 0:00,1620,20,Olympic,2054,2,354,THEFT OF IDENTITY,1822 0922,610,60,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3300    SAN MARINO                   ST,,34.0545,-118.3031,610
200215063,9/16/2020 0:00,9/15/2020 0:00,1800,2,Rampart,204,1,510,VEHICLE - STOLEN,,611,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000    HYPERION                     AV,,34.09,-118.2807,611
211715638,12/1/2021 0:00,12/9/2020 0:00,1200,17,Devonshire,1718,2,354,THEFT OF IDENTITY,1822 0923,612,56,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,15600    SIMONDS                      ST,,34.2762,-118.4716,612
200105247,1/17/2020 0:00,1/17/2020 0:00,835,1,Central,124,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,443,613,46,F,O,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,CAESAR CHAVEZ,SPRING                       ST,34.0525,-118.2432,613
200105249,1/18/2020 0:00,1/18/2020 0:00,100,1,Central,124,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,614,53,M,W,101,STREET,,,IC,Invest Cont,420,,,,TEMPLE                       ST,SPRING                       ST,34.0549,-118.2426,614
221804943,1/21/2022 0:00,7/1/2020 0:00,1335,18,Southeast,1822,2,354,THEFT OF IDENTITY,1822 0930,615,26,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  COLDEN                       AV,,33.9492,-118.2739,615
200105255,1/18/2020 0:00,1/18/2020 0:00,1530,1,Central,163,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0104 0344 1309 1822,616,21,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,700 S  BROADWAY,,34.0452,-118.2534,616
200105259,1/18/2020 0:00,1/18/2020 0:00,2350,1,Central,118,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000 1814 0444 1402 0907 0913 0906,617,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,00 E  BLOOM                        ST,,34.0648,-118.2303,617
200118281,9/20/2020 0:00,9/20/2020 0:00,2130,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,0444 0429 0417 1822 1202 1218,618,50,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SPRING                       ST,,34.0445,-118.2523,618
200812577,7/29/2020 0:00,7/29/2020 0:00,2010,8,West LA,803,2,624,BATTERY - SIMPLE ASSAULT,0444 0603,619,71,M,A,119,"PORCH, RESIDENTIAL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2500    BANYAN                       DR,,34.0814,-118.5073,619
200105262,1/19/2020 0:00,1/19/2020 0:00,1,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1234 0416 0429 1822 1414,620,24,M,H,207,BAR/COCKTAIL/NIGHTCLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,600 W  6TH                          ST,,34.0488,-118.2553,620
200105263,1/19/2020 0:00,1/18/2020 0:00,1900,1,Central,163,1,310,BURGLARY,0344 1822 1606,621,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,700 S  BROADWAY,,34.0452,-118.2534,621
200105264,1/19/2020 0:00,1/19/2020 0:00,100,1,Central,143,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0429 1822 1234,622,30,F,H,207,BAR/COCKTAIL/NIGHTCLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,400 S  SPRING                       ST,,34.0488,-118.25,622
200105265,1/19/2020 0:00,1/18/2020 0:00,2330,1,Central,135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0447 1822 0329 1234,623,57,M,H,207,BAR/COCKTAIL/NIGHTCLUB,302,BLUNT INSTRUMENT,IC,Invest Cont,230,,,,200 S  MAIN                         ST,,34.051,-118.2445,623
200105266,1/19/2020 0:00,1/18/2020 0:00,2330,1,Central,135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0447 1822 1234,624,38,F,H,207,BAR/COCKTAIL/NIGHTCLUB,302,BLUNT INSTRUMENT,IC,Invest Cont,230,,,,200 S  MAIN                         ST,,34.051,-118.2445,624
200105267,1/18/2020 0:00,1/18/2020 0:00,800,1,Central,132,2,624,BATTERY - SIMPLE ASSAULT,2050 2052 2047 0444 0429 1822 0910 1218 1202,625,63,M,B,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 S  HILL                         ST,,34.0547,-118.2505,625
200105268,1/19/2020 0:00,1/18/2020 0:00,1930,1,Central,138,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1822 0377,626,25,F,H,101,STREET,,,IC,Invest Cont,420,,,,CENTRAL,2ND                          ST,34.0461,-118.2395,626
200105269,1/19/2020 0:00,1/18/2020 0:00,1500,1,Central,111,1,480,BIKE - STOLEN,0344 1822 1259,627,14,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,600 N  SPRING                       ST,,34.0582,-118.2387,627
200105270,1/19/2020 0:00,1/18/2020 0:00,1500,1,Central,111,1,480,BIKE - STOLEN,0344 1258 1822,628,12,M,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,600 N  SPRING                       ST,,34.0582,-118.2387,628
200105271,1/19/2020 0:00,1/18/2020 0:00,2354,1,Central,171,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822,629,0,M,W,102,SIDEWALK,,,IC,Invest Cont,442,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657,629
200105273,1/19/2020 0:00,1/16/2020 0:00,1330,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0910 1202 1268,630,65,M,H,966,MTA - GOLD LINE - UNION STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,630
200105275,1/19/2020 0:00,1/17/2020 0:00,1145,1,Central,154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0429 1814 1218 0329 1414 2004,631,46,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500 S  LOS ANGELES                  ST,,34.046,-118.2493,631
200105276,1/19/2020 0:00,1/18/2020 0:00,1300,1,Central,154,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004 1814,632,46,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,,,,500 S  LOS ANGELES                  ST,,34.046,-118.2493,632
200105277,1/19/2020 0:00,1/18/2020 0:00,1440,1,Central,158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0913 1202 1300,633,64,M,W,101,STREET,,,IC,Invest Cont,420,,,,CERES,7TH,34.038,-118.243,633
200105278,1/19/2020 0:00,1/9/2020 0:00,100,1,Central,185,1,330,BURGLARY FROM VEHICLE,1307 1822 0345 1414 0329,634,0,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,1000    SANTEE                       ST,,34.0389,-118.255,634
200105280,1/19/2020 0:00,1/18/2020 0:00,2015,1,Central,152,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,635,0,M,W,738,LIBRARY,,,IC,Invest Cont,745,,,,600 W  5TH                          ST,,34.0502,-118.254,635
200105281,1/18/2020 0:00,1/18/2020 0:00,300,1,Central,164,1,350,"THEFT, PERSON",0344 0345,636,23,F,O,102,SIDEWALK,,,IC,Invest Cont,350,,,,7TH,SPRING,34.0445,-118.2523,636
200105282,1/19/2020 0:00,1/19/2020 0:00,735,1,Central,166,2,624,BATTERY - SIMPLE ASSAULT,1202 0416 0400 1218 1414,637,60,M,A,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,637
200109827,3/29/2020 0:00,3/27/2020 0:00,1105,1,Central,174,1,330,BURGLARY FROM VEHICLE,1202 1822 1300 0344,638,63,M,W,218,BEAUTY/BARBER SHOP,,,IC,Invest Cont,330,,,,8TH,MAIN                         ST,34.0423,-118.2527,638
200105283,1/19/2020 0:00,1/18/2020 0:00,1945,1,Central,122,2,624,BATTERY - SIMPLE ASSAULT,0444 1218 1822 1202,639,66,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 N  HILL                         ST,,34.0572,-118.2481,639
200105284,1/19/2020 0:00,1/18/2020 0:00,1800,1,Central,152,1,210,ROBBERY,1822 1414 0344 1218,640,55,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,7TH,HILL,34.0463,-118.255,640
201212206,5/5/2020 0:00,4/30/2020 0:00,1500,12,77th Street,1211,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0411 1243 1813 0913 0334 0421 0445 2034 0416,641,27,F,H,501,SINGLE FAMILY DWELLING,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,236,,,,5300    4TH                          AV,,33.9936,-118.3215,641
200105287,1/19/2020 0:00,1/19/2020 0:00,1120,1,Central,182,1,330,BURGLARY FROM VEHICLE,1403 1414 1307 0344 0329 0345 0209,642,20,F,W,101,STREET,,,IC,Invest Cont,330,,,,1100 S  GRAND                        AV,,34.0416,-118.262,642
200105288,1/19/2020 0:00,1/19/2020 0:00,1250,1,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0910 0400 1202 2047 1822,643,76,F,O,801,MTA BUS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,6TH,SAN PEDRO,34.0423,-118.2452,643
200105289,1/19/2020 0:00,1/16/2020 0:00,1700,1,Central,119,1,510,VEHICLE - STOLEN,,644,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,400    BAUCHET                      ST,,34.0587,-118.233,644
200105290,1/19/2020 0:00,1/19/2020 0:00,1100,1,Central,185,2,888,TRESPASSING,2004 1300 1402,645,38,M,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,888,998,,,1200    SANTEE                       ST,,34.0363,-118.2573,645
200105291,1/19/2020 0:00,1/18/2020 0:00,1800,1,Central,185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,646,38,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1200    SANTEE                       ST,,34.0363,-118.2573,646
200105293,1/19/2020 0:00,1/19/2020 0:00,1150,1,Central,118,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1822 0377,647,47,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1100 N  MAIN                         ST,,34.0631,-118.2337,647
200105294,1/19/2020 0:00,1/19/2020 0:00,1200,1,Central,105,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 0910,648,60,M,O,124,BUS STOP,,,IC,Invest Cont,440,,,,SOLANO,BROADWAY,34.071,-118.2302,648
200105296,1/19/2020 0:00,1/19/2020 0:00,1140,1,Central,119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2021 0910 1218 0346 1822,649,51,F,H,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,341,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,649
200105297,1/19/2020 0:00,1/19/2020 0:00,1015,1,Central,153,2,624,BATTERY - SIMPLE ASSAULT,1218 0416 1822,650,60,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH,CROCKER,34.0467,-118.252,650
200105302,1/19/2020 0:00,1/18/2020 0:00,1830,1,Central,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1310,651,28,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,200 W  WASHINGTON                   BL,,34.0363,-118.2672,651
200105303,1/19/2020 0:00,1/18/2020 0:00,2000,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,652,23,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,652
200105307,1/19/2020 0:00,1/19/2020 0:00,1800,1,Central,155,2,755,BOMB SCARE,0404 1822 2040,653,24,M,W,726,POLICE FACILITY,501,BOMB THREAT,IC,Invest Cont,755,,,,200 E  6TH                          ST,,34.0448,-118.2474,653
200510994,6/25/2020 0:00,6/25/2020 0:00,230,5,Harbor,563,1,510,VEHICLE - STOLEN,,654,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,14TH                         ST,PACIFIC                      AV,33.7315,-118.2879,654
200105309,1/19/2020 0:00,1/19/2020 0:00,2050,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0445 1822 1402 1414 0345,655,39,M,W,102,SIDEWALK,215,MACHETE,AA,Adult Arrest,230,998,,,7TH,SAN JULIAN,34.0412,-118.2474,655
200105311,1/19/2020 0:00,1/19/2020 0:00,2050,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0445 1822 1402 0345 1414,656,33,M,H,102,SIDEWALK,215,MACHETE,AA,Adult Arrest,230,998,,,7TH,SAN JULIAN,34.0412,-118.2474,656
200105312,1/19/2020 0:00,1/19/2020 0:00,1440,1,Central,139,2,437,RESISTING ARREST,400,657,0,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,437,,,,2ND,HEWITT,34.0472,-118.2361,657
200105313,1/20/2020 0:00,1/20/2020 0:00,245,1,Central,174,1,330,BURGLARY FROM VEHICLE,0344 1307 0329 1609 1822,658,28,M,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,7TH                          ST,SPRING                       ST,34.0445,-118.2523,658
200105314,1/20/2020 0:00,1/19/2020 0:00,2100,1,Central,143,1,480,BIKE - STOLEN,0344 0397 1822 1259,659,14,M,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,400 S  BROADWAY,,34.0495,-118.2494,659
200516317,11/7/2020 0:00,11/7/2020 0:00,800,5,Harbor,587,2,886,DISTURBING THE PEACE,2021 0361,660,38,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,886,,,,3200 S  PECK                         AV,,33.7147,-118.2916,660
200317339,9/14/2020 0:00,9/14/2020 0:00,1500,3,Southwest,393,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 2032,661,32,M,B,101,STREET,,,IC,Invest Cont,341,,,,LEIMERT                      BL,43RD                         ST,34.0054,-118.3297,661
200105317,1/20/2020 0:00,1/18/2020 0:00,1940,1,Central,142,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,662,33,M,H,108,PARKING LOT,,,IC,Invest Cont,745,,,,300 S  HOPE                         ST,,34.0537,-118.2523,662
200105318,1/20/2020 0:00,1/20/2020 0:00,1,1,Central,121,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0429 0448 1414,663,25,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,900 W  TEMPLE                       ST,,34.0607,-118.2494,663
200105319,1/20/2020 0:00,1/20/2020 0:00,840,1,Central,148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 2004 1822 0319 1414,664,57,F,W,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,230,,,,5TH                          ST,STANFORD,34.0421,-118.2405,664
200105321,1/20/2020 0:00,1/19/2020 0:00,2100,1,Central,182,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,665,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,1200 S  GRAND                        AV,,34.0402,-118.2633,665
200105328,1/20/2020 0:00,1/19/2020 0:00,2300,1,Central,132,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1251 0448,666,26,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3RD                          ST,HILL                         ST,34.0518,-118.2493,666
200105333,1/20/2020 0:00,1/20/2020 0:00,1130,1,Central,128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004 0910,667,31,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,,,,ALAMEDA,TEMPLE,34.0511,-118.2381,667
200105334,1/20/2020 0:00,1/20/2020 0:00,950,1,Central,111,1,210,ROBBERY,1822 0416 0344 1218 0371 0377 1414,668,37,M,B,102,SIDEWALK,312,PIPE/METAL PIPE,IC,Invest Cont,210,,,,900 N  HILL                         ST,,34.0644,-118.2387,668
200105335,1/20/2020 0:00,1/20/2020 0:00,1017,1,Central,162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,669,33,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,800 S  HOPE                         ST,,34.0466,-118.259,669
220705246,2/3/2022 0:00,2/11/2020 0:00,1200,7,Wilshire,747,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,670,57,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,800 S  TREMAINE                     AV,,34.0608,-118.3359,670
200914159,8/30/2020 0:00,8/30/2020 0:00,1420,9,Van Nuys,906,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,671,23,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7200    KATHERINE                    AV,,34.2012,-118.4432,671
211015708,12/16/2021 0:00,9/1/2020 0:00,1200,10,West Valley,1001,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,672,0,,,101,STREET,,,IC,Invest Cont,420,,,,7700    CORBIN                       AV,,34.2108,-118.5623,672
200105344,1/20/2020 0:00,1/20/2020 0:00,1600,1,Central,142,2,624,BATTERY - SIMPLE ASSAULT,0416 0910 1822,673,33,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH                          ST,HOPE                         ST,34.0519,-118.2531,673
200714035,9/20/2020 0:00,9/1/2020 0:00,1,7,Wilshire,715,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300 0385,674,70,F,W,101,STREET,,,IC,Invest Cont,331,,,,400 N  ALTA VISTA                   BL,,34.0783,-118.3474,674
200105347,1/20/2020 0:00,1/20/2020 0:00,2205,1,Central,164,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1414 1407 1822 1100,675,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,,,,600 S  SPRING                       ST,,34.046,-118.2509,675
211313647,8/2/2021 0:00,10/22/2020 0:00,800,13,Newton,1391,2,928,THREATENING PHONE CALLS/LETTERS,0359 0421 1814 0602 0913,676,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,928,,,,300 W  70TH                         ST,,33.9765,-118.2789,676
201319204,10/28/2020 0:00,3/3/2020 0:00,1200,13,Newton,1347,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0913 1258 0558,677,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,4000    MORGAN                       AV,,34.0084,-118.2455,677
200105350,1/20/2020 0:00,1/20/2020 0:00,630,1,Central,159,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,678,30,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600    MESQUIT                      ST,,34.0384,-118.2294,678
200105351,1/20/2020 0:00,1/18/2020 0:00,1715,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0429,679,30,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,679
200911839,7/2/2020 0:00,6/26/2020 0:00,1200,9,Van Nuys,974,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,680,36,M,W,101,STREET,,,IC,Invest Cont,331,,,,4600    WILLIS                       AV,,34.1545,-118.4552,680
200105353,1/20/2020 0:00,1/17/2020 0:00,1000,1,Central,101,2,624,BATTERY - SIMPLE ASSAULT,0416 0305 1822,681,27,M,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 W  COLLEGE                      ST,,34.0661,-118.2435,681
200105354,1/20/2020 0:00,1/18/2020 0:00,300,1,Central,148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 2060 2034 0344 0377 1822,682,39,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,5TH,TOWNE,34.043,-118.242,682
201104052,1/1/2020 0:00,1/1/2020 0:00,2030,11,Northeast,1105,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 1402 1020 1307 0329,683,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,998,,,2400    COLORADO                     BL,,34.1442,-118.218,683
200105357,1/21/2020 0:00,1/20/2020 0:00,1700,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,2050 2052 2034 0416 0910 1822,684,48,F,H,966,MTA - GOLD LINE - UNION STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,684
200105359,1/21/2020 0:00,1/20/2020 0:00,1610,1,Central,161,2,860,BATTERY WITH SEXUAL CONTACT,0522 1822 0448,685,39,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,,,,FIGUEROA,8TH,34.0468,-118.2622,685
200105362,1/21/2020 0:00,1/20/2020 0:00,2120,1,Central,162,1,220,ATTEMPTED ROBBERY,0400 1822,686,31,M,H,403,DRUG STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,800 S  GRAND                        AV,,34.0459,-118.2579,686
200105363,1/20/2020 0:00,1/19/2020 0:00,2200,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 0329,687,34,F,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,1200 S  GRAND                        AV,,34.0402,-118.2633,687
200105367,1/20/2020 0:00,1/15/2020 0:00,1230,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1221,688,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,700 W  9TH                          ST,,34.0462,-118.2585,688
200105369,1/21/2020 0:00,1/20/2020 0:00,1510,1,Central,153,2,946,OTHER MISCELLANEOUS CRIME,0901 0910,689,0,M,W,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,946,,,,500 S  HILL                         ST,,34.0488,-118.2518,689
200105370,1/20/2020 0:00,1/20/2020 0:00,1700,1,Central,111,1,310,BURGLARY,0344 1606 1822,690,30,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800    ALPINE                       ST,,34.0637,-118.244,690
200105371,1/21/2020 0:00,1/19/2020 0:00,1835,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,691,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,691
200105428,1/21/2020 0:00,1/21/2020 0:00,1500,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 0344 2032,692,38,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,600 W  5TH                          ST,,34.0502,-118.254,692
200105666,1/24/2020 0:00,1/24/2020 0:00,1400,1,Central,119,1,480,BIKE - STOLEN,0344 0910 1822 2032,693,32,M,A,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,480,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,693
200105373,1/21/2020 0:00,1/19/2020 0:00,430,1,Central,176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1218 1822 2032,694,60,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,700 S  LOS ANGELES                  ST,,34.0433,-118.2504,694
200105375,1/21/2020 0:00,1/21/2020 0:00,300,1,Central,166,1,210,ROBBERY,2003 1268 2004 2001 0344 2002 0913 1019 0421 1221,695,58,M,B,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,,,,6TH                          ST,SAN JULIAN,34.0428,-118.2461,695
